설치장소명,와이파이SSID,관리기관전화번호,위도,경도
여성회관,Public WiFi Free,033-680-3297,38.3802958,128.4639353
현내청소년문화의집,Public WiFi Free,033-680-3297,38.49369738,128.4269572
거진시장,Public WiFi Free,033-680-3297,38.44748081,128.4543893
송지호오토캠핑장,"Public WiFi Free(2.4GHz, 5GHz)",033-680-3297,38.3440485,128.511709
평동주민센터,,02-2015-9121,35.1245771,126.7602576
하남동주민센터,,02-2015-9121,35.179347,126.800009
광주소방학교,,02-2015-9121,35.160247,126.795836
한국방송통신대학교,,02-2015-9121,35.207355,126.835851
광주공항,,02-2015-9121,35.140423,126.80998
광주송정역,,02-2015-9121,35.137384,126.790872
송정공원역,,02-2015-9121,35.143575,126.7996149
평동역,,02-2015-9121,35.124583,126.768784
광산구립도서관,,02-2015-9121,35.182728,126.828585
송정도서관,,02-2015-9121,35.144917,126.799771
신가도서관,,02-2015-9121,35.1827519,126.8285849
신가도서관,,02-2015-9121,35.182728,126.828585
운남어린이도서관,,02-2015-9121,35.173021,126.821905
장덕도서관,,02-2015-9121,35.187577,126.813319
중흥S클래스도서관-신가동,,02-2015-9121,35.180854,126.815344
첨단도서관,,02-2015-9121,35.216792,126.832239
광산문화예술회관,,02-2015-9121,35.14044,126.799232
진곡화물차고지,,02-2015-9121,35.194281,126.793636
신촌이대주변,Public WiFi@Seoul,02-3140-8664,37.55866416,126.9385912
서대문구청광장,Public WiFi@Seoul,02-3140-8664,37.57915463,126.9367592
안산공원주변,Public WiFi@Seoul,02-3140-8664,37.5795568,126.9380671
홍제천주변,Public WiFi@Seoul,02-3140-8664,37.58195569,126.9380517
서대문여성인력개발센터,Public WiFi FREE,02-3140-8664,37.55756328,126.943179
신촌이대주변,Public WiFi@Seoul,02-3140-8664,37.55879853,126.9444643
남가좌2동주민센터,Public WiFi@Seodaemun,02-3140-8664,37.57843406,126.9238669
보건소 천연분소,Public WiFi@Seodaemun,02-3140-8664,37.56960522,126.9613126
북가좌1동주민센터,Public WiFi@Seodaemun,02-3140-8664,37.57436849,126.9101369
신촌이대주변,Public WiFi@Seoul,02-3140-8664,37.55778901,126.9361846
신촌이대주변,Public WiFi@Seoul,02-3140-8664,37.55896715,126.941034
신촌이대주변,Public WiFi@Seoul,02-3140-8664,,
원인재역,"ollehWiFi, KT_Free_WiFi, KT WiFi, KT GiGA WiFi",032-816-3130,37.412364,126.687893
원인재역,"Free U+ZONE, U+ZONE",032-816-3130,37.412364,126.687893
동춘역,T wifi zone,032-814-5702,37.404676,126.680835
동춘역,"ollehWiFi, KT_Free_WiFi, KT WiFi, KT GiGA WiFi",032-814-5702,37.404676,126.680835
창천동 거리_3,Public WiFi FREE,02-3140-8664,37.55623117,126.9381916
창천동 거리_4,Public WiFi FREE,02-3140-8664,37.55902774,126.9357635
굴레방소공원,Public WiFi@Seoul,02-3140-8664,37.55841467,126.9578981
명지대주요거리,Public WiFi@Seoul,02-3140-8664,37.57993476,126.9249956
백련 어린이공원,Public WiFi@Seoul,02-3140-8664,37.58227473,126.9240161
사천녹지대,Public WiFi@Seoul,02-3140-8664,37.56819611,126.9185409
아현동 가구거리 1,Public WiFi@Seoul,02-3140-8664,37.55860044,126.956612
아현동 가구거리 2,Public WiFi@Seoul,02-3140-8664,37.55802475,126.9569958
안산산책로1,Public WiFi@Seoul,02-3140-8664,,
안산산책로2,Public WiFi@Seoul,02-3140-8664,,
안산산책로3,Public WiFi@Seoul,02-3140-8664,,
호박골공원,Public WiFi@Seoul,02-3140-8664,37.60293469,126.9470044
신촌거리2,Public WiFi@Seoul,02-3140-8664,37.55891098,126.938308
신촌거리3-1,Public WiFi@Seoul,02-3140-8664,37.55923885,126.9367639
신촌거리3-2,Public WiFi@Seoul,02-3140-8664,37.55923885,126.9367639
신촌거리3-3,Public WiFi@Seoul,02-3140-8664,37.55923885,126.9367639
영천시장1-1,Public WiFi@Seoul,02-3140-8664,37.57061389,126.9610392
영천시장1-2,Public WiFi@Seoul,02-3140-8664,37.57061389,126.9610392
영천시장2-1,Public WiFi@Seoul,02-3140-8664,37.57010948,126.9617873
영천시장2-2,Public WiFi@Seoul,02-3140-8664,37.57010948,126.9617873
포방터시장,Public WiFi@Seoul,02-3140-8664,37.5990279,126.9492532
서대문청소년수련관,Public WiFi FREE,02-3140-8664,37.57897436,126.9383447
홍은청소년문화의집,Public WiFi FREE,02-3140-8664,37.60014247,126.9489271
안산공원주변,Public WiFi FREE,02-3140-8664,37.5795568,126.9380671
창천동 거리_1,Public WiFi FREE,02-3140-8664,37.55874656,126.9386744
창천동 거리_2,Public WiFi FREE,02-3140-8664,37.55623117,126.9381916
부산진구 청소년문화의집,Public WiFi,051-888-4604,35.1552996,129.0747629
전포1동주민센터,Public WiFi,051-888-4604,35.1513072,129.0664499
이신호뷰티건물,Public WiFi,051-888-4604,35.1552707,129.0580386
부산진구 보건소,Public WiFi,051-888-4604,35.1461958,129.0598958
범전동주민센터,Public WiFi,051-888-4604,35.1658378,129.0612029
대한적십자 부전점,Public WiFi,051-888-4604,35.1552338,129.0618677
당평비전지역청소년센터,Public WiFi,051-888-4604,35.161891,129.033257
당감종합사회복지관,Public WiFi,051-888-4604,35.1622517,129.0366152
당감4동주민센터,Public WiFi,051-888-4604,35.1679325,129.036497
당감2동주민센터,Public WiFi,051-888-4604,35.1578483,129.0479515
당감1동주민센터,Public WiFi,051-888-4604,35.1644603,129.0356527
당감1동 행복마을센터,Public WiFi,051-888-4604,35.1627354,129.0400027
당감1동 작은도서관,Public WiFi,051-888-4604,35.1644597,129.0356431
다사랑복합문화예술회관,Public WiFi,051-888-4604,35.1503499,129.0346375
근로복지공단(부전),Public WiFi,051-888-4604,35.1602314,129.0617925
개금시장,Public WiFi,051-888-4604,35.1536815,129.0267564
개금사회복지관,Public WiFi,051-888-4604,35.1617713,129.0224823
개금3동주민센터,Public WiFi,051-888-4604,35.1557519,129.0220242
개금2동주민센터,Public WiFi,051-888-4604,35.1449231,129.0195062
계양산 피고개사거리,Gyeyanggu wifi,032-450-6781,37.5563048,126.7076289
계양산 계양공원,Gyeyanggu wifi,032-450-6781,37.5500384,126.7233431
임학공원 출렁다리,Gyeyanggu wifi,032-450-6781,37.5491894,126.732598
임학공원(임학정),Gyeyanggu wifi,032-450-6781,37.5498869,126.7323727
갈현초 정문 CCTV,Public WiFi@Seoul,02-2133-2871,37.62002,126.916534
갈현초 후문 CCTV,Public WiFi@Seoul,02-2133-2871,37.620602,126.917194
갈현동 천주교성당CCTV,Public WiFi@Seoul,02-2133-2871,37.621006,126.919121
청구병원후문(CCTV),Public WiFi@Seoul,02-2133-2871,37.601634,126.918575
공사현장 앞(주차),Public WiFi@Seoul,02-2133-2871,37.602511,126.918783
현대 부동산 앞(주차),Public WiFi@Seoul,02-2133-2871,37.616955,126.920235
인조유기비어린이공원,Public WiFi@Seoul,02-2133-2871,37.608709,126.916528
새마을금고(CCTV),Public WiFi@Seoul,02-2133-2871,37.619847,126.920456
죽변드라마세트장,Uljin Free WiFi,054-789-6581,37.058562,129.428335
한마음광장,Uljin Free WiFi,054-789-6581,36.68227,129.459191
해맞이공원,Uljin Free WiFi,054-789-6581,36.965147,129.413092
후포여객선터미널,Uljin Free WiFi,054-789-6581,36.678913,129.461565
고우이청소년수련관,Public WiFi Free,054-789-6581,36.997271,129.408789
근남면사무소,Public WiFi Free,054-789-6581,36.962681,129.394424
화명2동 주민센터,Public WiFi,051-888-4602,35.24361581,129.0198621
화명3동 주민센터,Public WiFi,051-888-4602,35.23186558,129.0100311
덕천3동 주민센터,Public WiFi,051-888-4602,35.20991974,129.0174569
만덕2동 주민센터,Public WiFi,051-888-4602,35.2101834,129.0372045
덕천1동 주민센터,Public WiFi,051-888-4602,35.2124681,129.0166674
북구보건소,Public WiFi,051-888-4602,35.23929423,129.0144147
덕천보건지소,Public WiFi,051-888-4602,35.21276787,129.0144002
퇴계동 350-1(A-0444),chunchoun Free Wifi,033-250-3000,37.8654449,127.7297352
퇴계동 781-33(A-0447),chunchoun Free Wifi,033-250-3000,37.8636808,127.7219904
산격1동주민센터,Public WiFi Free,053-665-2477,35.8122214,128.5228091
산격2동주민센터,Public WiFi Free,053-665-2477,35.8142773,128.5450464
산격3동주민센터,Public WiFi Free,053-665-2477,35.81255487,128.5362895
산격4동주민센터,Public WiFi Free,053-665-2477,35.8100742,128.5502339
성림효사랑 실버타운,Public WiFi Free,053-665-2477,35.8074901,128.5322212
성보재활원,Public WiFi Free,053-665-2477,35.8291236,128.5547781
다대1동 주민센터,BUSAN_FREE_WIFI,051-220-4172,35.046153,128.968511
동원종합사회복지관,Public WiFi,051-888-4602,35.2598857,129.0151995
열린아동지역센터,Public WiFi,051-888-4602,35.2070431,129.039095
만덕2동 제일상가시장,Public WiFi,051-888-4602,35.20854199,129.0373009
기후변화체험관,Public WiFi,051-888-4602,35.23291743,129.0081371
덕천종합사회복지관,Public WiFi,051-888-4602,35.2090119,129.0159063
정화양로원,Public WiFi,051-888-4602,35.24393978,129.0194376
청록만덕실버센터,Public WiFi,051-888-4602,35.21233729,129.040747
북구청소년상담복지센터,Public WiFi,051-888-4602,35.20724792,129.005357
반딧불이지역아동센터,Public WiFi,051-888-4602,35.2601037,129.0144199
성지지역아동센터,Public WiFi,051-888-4604,35.1643241,129.0401921
새생명지역아동센터,Public WiFi,051-888-4604,35.146346,129.0552959
사랑빛지역아동센터,Public WiFi,051-888-4604,35.1623986,129.025711
부전전자종합시장,Public WiFi,051-888-4604,35.1635842,129.063306
부전마켓타운,Public WiFi,051-888-4604,35.1633578,129.0610234
부전2동 주민센터,Public WiFi,051-888-4604,35.1526035,129.056792
부암역,Public WiFi,051-888-4604,35.1579105,129.0514241
부암1동주민센터,Public WiFi,051-888-4604,35.1633084,129.0485503
부산진우체국,Public WiFi,051-888-4604,35.1549967,129.0353856
부산진구청,Public WiFi,051-888-4604,35.1628868,129.0531778
부산진구종합사회복지관,Public WiFi,051-888-4604,35.1426631,129.0196571
부산진구장애인복지관,Public WiFi,051-888-4604,35.1640492,129.0658461
부산진구다문화가족지원센터,Public WiFi,051-888-4604,35.1595497,129.0326632
퇴계동 366-31(A-0326),chunchoun Free Wifi,033-250-3000,37.8628011,127.7280741
충혼길5번길 18(A-0226),chunchoun Free Wifi,033-250-3000,37.8628899,127.7235918
춘주로201번길 16-1(A-0390),chunchoun Free Wifi,033-250-3000,37.8615997,127.7266947
퇴계동 426-9(A-0441),chunchoun Free Wifi,033-250-3000,37.8587738,127.7281911
퇴계로 145번길 3-12(A-0442),chunchoun Free Wifi,033-250-3000,37.8602667,127.7348909
퇴계동 341-27(A-0443),chunchoun Free Wifi,033-250-3000,37.8633446,127.7332888
구포3동 주민센터,Public WiFi,051-888-4604,35.1949272,129.0087627
구포2동 주민센터,Public WiFi,051-888-4604,35.2027019,128.9979725
구포2동 주민센터,Public WiFi,051-888-4604,35.2026984,128.9979667
구포1동 주민센터,Public WiFi,051-888-4604,35.2064317,129.0011428
공창종합사회복지관,Public WiFi,051-888-4604,35.2678405,129.0194015
1318 미래세대지역아동센터,Public WiFi,051-888-4604,35.2139907,129.0110967
북구문화빙상센터,Dynamic Busan,051-888-4604,35.1971413,128.9901072
부산어린이대공원,Public WiFi,051-888-4604,35.184631,129.043471
양정2동주민센터,Public WiFi,051-888-4604,35.172859,129.075748
삼성전자서비스(주) 서면,Public WiFi,051-888-4604,35.162164,129.051423
부산시민공원 역사관,Public WiFi,051-888-4604,35.167101,129.054661
창녕군 영산청소년문화의집,Public WiFi Free,055-530-1254,35.45679905,128.5277856
부산광역시립 시민도서관,Public WiFi,051-888-4604,35.183522,129.050224
부산백병원,Public WiFi,051-888-4604,35.146138,129.020875
부산 CBS,Public WiFi,051-888-4604,35.152992,129.049312
동의의료원,Public WiFi,051-888-4604,35.169764,129.076783
서면역1호선,Public WiFi,051-888-4604,35.156922,129.059125
희연요양병원,Public WiFi,051-888-4604,35.1519863,129.0177297
육아종합지원센터,Public WiFi,051-888-4604,35.1549123,129.0359933
연지동주민센터 작은도서관,Public WiFi,051-888-4604,35.172799,129.052836
연지동주민센터,Public WiFi,051-888-4604,35.1727868,129.0528236
에이스지역아동센터,Public WiFi,051-888-4604,35.1578334,129.0472454
양정청소년수련관,Public WiFi,051-888-4604,35.177257,129.0717253
양정청소년수련관,Public WiFi,051-888-4604,35.1772767,129.0717285
양정1동 주민센터,Public WiFi,051-888-4604,35.172662,129.073175
아순타의 집,Public WiFi,051-888-4604,35.1586973,129.0241575
신애지역아동센터,Public WiFi,051-888-4604,35.168558,129.0410086
신애재활원,Public WiFi,051-888-4604,35.177394,129.0559943
대현동 거리_2,Public WiFi FREE,02-3140-8664,37.55982413,126.942387
대현동 거리_3,Public WiFi FREE,02-3140-8664,37.55899125,126.9444675
대현동 거리_4,Public WiFi FREE,02-3140-8664,37.55845314,126.9459442
모래내시장,Public WiFi@Seoul,02-3140-8664,37.56975686,126.9161712
백련시장,Public WiFi@Seoul,02-3140-8664,37.57730934,126.9226021
신촌거리1-1,Public WiFi@Seoul,02-3140-8664,37.55946118,126.9453631
신촌거리1-2,Public WiFi@Seoul,02-3140-8664,37.55946118,126.9453631
신촌거리1-3,Public WiFi@Seoul,02-3140-8664,37.55946118,126.9453631
율천동 주민센터,PublicWiFi@Suwon,031-228-3000,37.29761518,126.9714246
정자1동 주민센터,PublicWiFi@Suwon,031-228-3000,37.30221359,126.9912924
정자2동 주민센터,PublicWiFi@Suwon,031-228-3000,37.2950777,127.0004376
정자3동 주민센터,PublicWiFi@Suwon,031-228-3000,37.29570099,126.9925834
영화동 주민센터,PublicWiFi@Suwon,031-228-3000,37.293255,127.014142
송죽동 주민센터,PublicWiFi@Suwon,031-228-3000,37.30053778,127.0070471
조원1동 주민센터,PublicWiFi@Suwon,031-228-3000,37.30179829,127.0164992
조원2동 주민센터,PublicWiFi@Suwon,031-228-3000,37.30561583,127.0096781
연무동 주민센터,PublicWiFi@Suwon,031-228-3000,37.29055974,127.0215311
공룡알화석지방문자센터,G_PublicWiFi@Hwaseong,031-5189-2308,37.26235205,126.7470582
봉담호수공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.219104,126.950657
도원체육공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.1333408,126.928995
영종출장소 중산지소,Public WiFi Free,032-760-7102,37.486137,126.559947
동구보건소,Public WiFi Free,032-770-6304,37.4830064,126.6258181
길벗장애인조보호작업장,Public WiFi Free,032-880-4101,37.467544,126.659175
모퉁이보호작업장,Public WiFi Free,032-880-4101,37.464576,126.645058
미추클린센터,Public WiFi Free,032-880-4101,37.449568,126.6633484
예림일터,Public WiFi Free,032-880-4101,37.460096,126.682239
미추홀구청 교통민원실,Public WiFi Free,032-880-4101,37.463497,126.649919
누리마루아동복지종합센터,Public WiFi Free,032-880-4101,37.46899087,126.671316
여성복지관,Public WiFi Free,032-880-4101,37.4598386,126.6910437
송도1동행정복지센터,Public WiFi Free,032-749-8882,37.391103,126.652007
동춘2동행정복지센터,Public WiFi Free,032-749-8882,37.402691,126.669394
동춘3동행정복지센터,Public WiFi Free,032-749-8882,37.40845834,126.678318
연수1동행정복지센터,Public WiFi Free,032-749-8882,37.422254,126.681125
청학동행정복지센터,Public WiFi Free,032-749-8882,37.424978,126.666088
동춘1동행정복지센터,Public WiFi Free,032-749-8882,37.409537,126.670782
송도2동행정복지센터,Public WiFi Free,032-749-8882,37.403199,126.641638
송도3동행정복지센터,Public WiFi Free,032-749-8882,37.371486,126.660025
남동구청,Public WiFi Free,032-453-2303,37.44738839,126.731634
동암야학,Public WiFi Free,032-453-2303,37.447723,126.730464
간석3동행정복지센터,Public WiFi Free,032-453-2303,37.466097,126.714596
남촌농축산물도매시장,Public WiFi Free,032-453-2303,37.423761,126.719041
강남구의회,Gangnam,02-3423-5342,37.4938503,127.0642598
가양2,Pucblic wifi@gangseo,02-2600-6747,37.572245,126.832842
가양3,Pucblic wifi@gangseo,02-2600-6747,37.572245,126.832842
연제구청,,051-665-4171,35.17620985,129.0797412
연일시장,,051-665-4171,35.185167,129.084887
화산동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.20617615,127.0148157
기배동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.22439891,126.9846805
동탄1동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.20652287,127.0719159
동탄2동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.1968561,127.0723933
동탄3동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.20987296,127.0588961
진안동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.21332355,127.0349585
새솔동 민원실,G_PublicWiFi@Hwaseong,031-5189-2308,37.2812764,126.8186908
조암시장,Public WiFi Free,031-5189-2308,37.08205703,126.816533
우리꽃식물원,Public WiFi Free,031-5189-2308,37.11545113,126.8828357
우리꽃식물원,Public WiFi Free,031-5189-2308,37.11599206,126.8831274
궁평항,G_PublicWiFi@Hwaseong,031-5189-2308,37.11572084,126.682117
남양보건지소,Public WiFi Free,031-5189-2308,37.20877771,126.8118821
마도보건지소,Public WiFi Free,031-5189-2308,37.20588897,126.7700289
송산보건지소,Public WiFi Free,031-5189-2308,37.2132203,126.7324594
서신보건지소,Public WiFi Free,031-5189-2308,37.16574005,126.7086498
장안보건지소,Public WiFi Free,031-5189-2308,37.06752795,126.8472917
정남보건지소,Public WiFi Free,031-5189-2308,37.16019114,126.9719537
전곡항,G_PublicWiFi@Hwaseong,031-5189-2308,37.18618987,126.6511173
화성종합경기타운,G_PublicWiFi@Hwaseong,031-5189-2308,37.13752143,126.924584
구봉산근린공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.20391229,127.0450045
노작근린공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.20540339,127.0754295
봉담중앙광장,G_PublicWiFi@Hwaseong,031-5189-2308,37.216526,126.959898
제부도,Public WiFi Free,031-5189-2308,37.16772476,126.6170193
화곡1,Pucblic wifi@gangseo,02-2600-6747,37.572245,126.832842
버스정류장(해미승강장),KOREA FREE WiFi,1899-4876,36.710961,126.541278
버스정류장(서일고),KOREA FREE WiFi,1899-4876,36.857803,126.434555
버스정류장(효자마트),KOREA FREE WiFi,1899-4876,36.712247,126.392207
버스정류장(동부시장맞은편),KOREA FREE WiFi,1899-4876,36.783596,126.45639
수석동주민자치센터,KOREA FREE WIFI,1899-4876,36.771541,126.467312
창녕군 창녕군청,Public WiFi Free,055-530-1254,35.54516326,128.4930236
창녕군 창녕노인복지회관,Public WiFi Free,055-530-1254,35.53076129,128.5007646
창녕군 창녕군장애인종합복지관,Public WiFi Free,055-530-1254,35.53243803,128.4950436
